,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2174,35394324,0.99,f,4,4,Oud-Oost,52.35358,4.91353,Hotel room,2,1.0,1.0,14,$276.00,1,1125,t,27,57,87,360,121,80,6,4.76,t,3.46,,$138,$276,5%,21%,28%,$4.99,0.6666666666666666,1635.0
2175,35396160,0.2,f,2,2,De Baarsjes - Oud-West,52.36014,4.86041,Entire home/apt,2,1.0,1.0,3,$139.00,5,1125,t,0,0,0,65,5,1,0,4.6,f,0.16,,$69.5,$695,7%,9%,22%,$4.99,0.1780821917808219,695.0
2176,35421073,0.47000000000000003,f,2,2,De Baarsjes - Oud-West,52.3666,4.87301,Entire home/apt,2,1.0,1.0,8,$175.00,3,20,t,0,2,2,2,9,4,1,5.0,f,0.26,,$87.5,$525,8%,19%,14%,$4.99,0.005479452054794521,875.0
2177,35441950,0.51,f,2,2,Zuid,52.35352773978342,4.846999633030216,Private room,1,1.0,1.0,1,$61.00,7,365,t,5,35,65,340,0,0,0,,f,,,$61,$427,6%,12%,15%,$2.99,0.9315068493150684,591.7397260273973
2178,35484494,0.5,f,1,1,De Baarsjes - Oud-West,52.36374,4.85257,Entire home/apt,2,1.0,1.0,6,$150.00,3,1125,t,0,0,0,0,7,0,0,4.71,f,0.2,,$75,$450,7%,21%,27%,$4.99,0.0,750.0
2179,35507173,1.0,f,1,1,De Baarsjes - Oud-West,52.37197,4.87308,Entire home/apt,2,1.0,1.0,8,$99.00,6,1125,t,0,0,0,0,11,3,0,4.73,f,0.31,,$49.5,$594,5%,12%,15%,$4.99,0.0,495.0
2180,35507851,,f,1,1,De Baarsjes - Oud-West,52.36034,4.85204,Entire home/apt,4,4.0,3.0,11,$200.00,3,30,t,0,0,17,17,4,0,0,5.0,f,0.12,,$50,$600,8%,16%,17%,$4.99,0.04657534246575343,1035.3835616438357
2181,35526085,0.72,f,1,1,Centrum-Oost,52.36746,4.90727,Entire home/apt,4,3.0,3.0,11,$120.00,3,1125,t,0,1,1,1,10,5,1,4.9,f,0.28,,$30,$360,7%,17%,18%,$4.99,0.0027472527472527475,668.0906593406594
2182,35610949,0.99,f,19,19,De Baarsjes - Oud-West,52.36556,4.87667,Entire home/apt,2,1.0,1.0,6,$165.00,2,14,t,0,4,10,10,14,10,2,4.79,f,0.39,,$82.5,$330,7%,22%,28%,$4.99,0.0273972602739726,996.1095890410959
2183,35612947,0.86,f,1,1,Bos en Lommer,52.3752,4.84719,Entire home/apt,2,1.0,1.0,11,$96.00,1,15,t,0,0,11,11,16,4,0,5.0,f,0.45,,$48,$96,5%,10%,17%,$4.99,0.6875,981.25
2184,35628530,0.29,f,1,1,Bos en Lommer,52.38087,4.84922,Entire home/apt,4,4.0,5.0,14,$189.00,3,1125,t,0,0,0,0,8,2,0,5.0,f,0.23,,$47.25,$567,8%,13%,20%,$4.99,0.0,945.0
2185,35632302,0.99,f,6,6,Oud-Oost,52.36181,4.9194,Hotel room,2,1.0,1.0,12,$195.00,1,1125,t,22,49,77,224,41,19,0,4.39,t,1.36,,$97.5,$195,7%,15%,23%,$4.99,1.0,1413.3333333333333
2186,35632344,0.99,f,6,6,Oud-Oost,52.36192,4.91966,Private room,4,1.0,4.0,11,$346.00,1,1125,t,25,53,82,231,794,87,1,4.6,t,22.12,,$86.5,$346,9%,23%,28%,$4.99,1.0,1446.6666666666667
2187,35634457,0.63,f,0,0,Zuid,52.35122,4.84653,Entire home/apt,2,2.0,1.0,4,$165.00,3,21,t,0,0,0,0,2,0,0,5.0,f,0.06,,$82.5,$495,7%,18%,18%,$4.99,0.0,825.0
2188,35637048,0.5,f,2,2,Oostelijk Havengebied - Indische Buurt,52.3611,4.94256,Entire home/apt,4,2.0,2.0,9,$200.00,28,1111,t,0,0,0,0,1,0,0,5.0,f,0.03,,$50,$5600,8%,24%,22%,$4.99,0.0,1000.0
2189,35644860,0.67,f,2,2,De Baarsjes - Oud-West,52.36628,4.86292,Entire home/apt,5,3.0,3.0,7,$180.00,5,1125,t,0,5,11,131,9,1,0,5.0,f,0.26,,$36,$900,8%,21%,20%,$4.99,0.3589041095890411,1034.4246575342465
2190,35659168,1.0,f,1,1,Noord-Oost,52.39631,4.92445,Entire home/apt,5,4.0,4.0,9,$180.00,4,14,t,0,0,0,0,3,1,0,4.67,f,0.09,,$36,$720,6%,27%,15%,$4.99,0.0,968.5616438356165
2191,35693822,0.75,f,1,1,De Baarsjes - Oud-West,52.36969,4.86904,Entire home/apt,4,2.0,3.0,8,$195.00,6,7,t,0,2,3,3,6,3,0,5.0,f,0.26,,$48.75,$1170,8%,16%,21%,$4.99,0.00821917808219178,1002.3835616438356
2192,35724107,0.0,f,1,1,De Pijp - Rivierenbuurt,52.35745,4.89476,Entire home/apt,2,1.0,1.0,6,$198.00,5,35,t,0,0,0,0,2,0,0,5.0,f,0.06,,$99,$990,6%,18%,25%,$4.99,0.0,990.0
2193,35732109,0.59,f,2,2,De Pijp - Rivierenbuurt,52.3417,4.89547,Private room,2,,1.0,7,$123.00,3,15,t,23,24,24,24,39,1,0,4.87,f,1.09,,$61.5,$369,6%,18%,17%,$4.99,0.06575342465753424,606.8493150684932
2194,35764214,0.8300000000000001,f,2,2,De Baarsjes - Oud-West,52.37036,4.85032,Entire home/apt,2,2.0,4.0,9,$124.00,3,1125,t,0,3,3,3,11,3,0,5.0,f,0.31,,$62,$372,5%,19%,17%,$4.99,0.00821917808219178,689.8219178082192
2195,35822324,0.49,f,1,1,De Pijp - Rivierenbuurt,52.35459,4.90052,Entire home/apt,5,3.0,5.0,4,$200.00,2,1125,t,0,0,1,1,11,7,2,4.73,f,0.32,,$40,$400,7%,19%,28%,$4.99,0.016129032258064516,1078.6290322580646
2196,35825085,0.64,f,1,1,De Pijp - Rivierenbuurt,52.3547,4.88684,Entire home/apt,3,1.0,1.0,5,$140.00,4,30,t,0,0,0,0,21,1,0,4.8,t,0.59,,$46.67,$560,6%,12%,15%,$4.99,0.0,700.0
2197,35826322,0.88,f,3,3,Centrum-West,52.37364,4.89877,Entire home/apt,2,1.0,1.0,16,$350.00,3,1125,t,29,59,83,83,8,5,0,5.0,t,0.25,,$175,$1050,10%,22%,24%,$4.99,0.2273972602739726,1862.1917808219177
2198,35855405,0.99,f,6,6,Oud-Oost,52.35962,4.91985,Private room,4,1.0,4.0,18,$404.00,1,1125,t,26,54,84,231,108,13,2,4.29,t,3.09,,$101,$404,14%,21%,24%,$10.99,1.0,1475.0
2199,35859555,0.28,f,0,0,Centrum-West,52.37113,4.87501,Private room,4,2.0,3.0,10,$180.00,1,1125,t,7,9,27,109,17,9,1,4.41,t,0.49,,$45,$180,8%,19%,25%,$4.99,0.29863013698630136,804.3013698630137
2200,35860119,1.0,f,0,0,De Baarsjes - Oud-West,52.37137,4.87358,Private room,4,2.0,3.0,10,$192.00,1,1125,t,3,10,17,120,15,4,1,4.0,t,0.43,,$48,$192,7%,22%,23%,$4.99,0.3287671232876712,863.3150684931506
2201,35876292,1.0,f,0,0,De Baarsjes - Oud-West,52.36472,4.87689,Entire home/apt,2,1.0,1.0,2,$150.00,3,1125,t,1,1,1,1,0,0,0,,t,,,$75,$450,7%,13%,18%,$4.99,0.0027397260273972603,759.3561643835617
2202,35889138,0.65,t,1,1,Zuid,52.34998,4.84919,Private room,2,1.0,1.0,8,$100.00,3,6,t,0,0,0,0,30,20,5,4.83,f,0.85,,$50,$300,7%,12%,19%,$4.99,0.0,499.2054794520548
2203,35925638,0.58,f,1,1,Geuzenveld - Slotermeer,52.37552,4.82061,Entire home/apt,4,3.0,4.0,5,$190.00,3,14,t,0,3,3,175,8,2,0,5.0,f,0.23,,$47.5,$570,7%,16%,18%,$4.99,0.4794520547945205,950.0
2204,35927687,0.99,f,6,6,Oud-Oost,52.36054,4.91984,Shared room,1,1.0,2.0,1,$72.00,1,1125,t,27,56,85,235,980,278,4,4.26,t,27.22,,$72,$72,9%,12%,17%,$2.99,1.0,450.0
2205,36090396,1.0,f,0,0,Gaasperdam - Driemond,52.29125,4.97029,Entire home/apt,4,3.0,3.0,1,$115.00,4,10,t,0,0,0,0,3,1,0,5.0,t,0.09,,$28.75,$460,6%,16%,18%,$4.99,0.0,575.0
2206,36093552,,f,2,2,De Baarsjes - Oud-West,52.36897526674071,4.8702770992108855,Entire home/apt,6,5.0,4.0,21,$540.00,10,30,t,0,17,40,244,0,0,0,,t,,,$90,$5400,12%,14%,20%,$10.99,0.6684931506849315,3375.0
2207,36111700,0.6900000000000001,f,2,2,Buitenveldert - Zuidas,52.335,4.87115,Entire home/apt,2,1.0,1.0,6,$125.00,3,1125,t,5,5,5,5,2,1,0,4.5,f,0.07,,$62.5,$375,8%,14%,21%,$4.99,0.0136986301369863,660.2602739726027
2208,36139698,,f,1,1,Oud-Oost,52.35524,4.92367,Entire home/apt,2,1.0,1.0,8,$175.00,6,40,t,0,0,0,0,5,0,0,5.0,f,0.14,,$87.5,$1050,6%,12%,20%,$4.99,0.0,875.0
2209,36143549,1.0,f,1,1,De Baarsjes - Oud-West,52.36769,4.86749,Entire home/apt,2,1.0,1.0,7,$180.00,3,1125,t,1,19,19,19,7,0,0,5.0,f,0.2,,$90,$540,6%,11%,21%,$4.99,0.052054794520547946,908.2191780821918
2210,36163282,,f,1,1,Noord-Oost,52.38671,4.95849,Entire home/apt,4,4.0,4.0,7,$240.00,7,21,t,0,0,0,0,0,0,0,,f,,,$60,$1680,8%,15%,25%,$4.99,0.0,1200.0
2211,36192472,,f,1,1,Oud-Noord,52.39955,4.90426,Entire home/apt,4,4.0,4.0,9,$177.00,6,1125,t,0,0,0,0,5,0,0,5.0,f,0.14,,$44.25,$1062,8%,16%,17%,$4.99,0.0,885.7534246575342
2212,36231973,,f,1,1,Zuid,52.34839,4.88606,Entire home/apt,4,2.0,2.0,10,$206.00,2,3,t,0,0,0,0,6,0,0,5.0,f,0.17,,$51.5,$412,10%,22%,29%,$4.99,0.0,1000.0
2213,36256397,0.43999999999999995,f,1,1,Centrum-Oost,52.36838,4.93196,Entire home/apt,2,1.0,1.0,3,$100.00,8,14,t,0,3,3,3,2,0,0,5.0,f,0.06,,$50,$800,6%,12%,20%,$4.99,0.00821917808219178,500.0
2214,36258613,0.41,f,1,1,Zuid,52.34626,4.86105,Entire home/apt,2,1.0,1.0,2,$165.00,5,35,t,0,0,2,2,14,8,1,4.93,f,0.39,,$82.5,$825,8%,11%,15%,$4.99,0.005479452054794521,825.0
2215,36259851,0.33,f,1,1,Noord-West,52.41209,4.90662,Entire home/apt,6,3.0,3.0,8,$240.00,3,14,t,0,6,13,59,2,0,0,4.5,f,0.06,,$40,$720,9%,16%,21%,$4.99,0.16164383561643836,1200.6301369863013
2216,36291783,1.0,f,0,0,Westerpark,52.37454,4.87386,Entire home/apt,2,1.0,1.0,10,$250.00,5,1125,t,0,13,14,14,1,0,0,0.0,f,0.03,,$125,$1250,12%,28%,21%,$4.99,0.038356164383561646,1251.2328767123288
2217,36301731,0.78,f,2,2,Zuid,52.35491,4.88664,Entire home/apt,2,1.0,1.0,10,$229.00,2,1125,t,3,14,14,14,20,8,3,4.95,f,0.56,,$114.5,$458,11%,19%,25%,$4.99,0.06790123456790123,1148.611111111111
2218,36309359,0.71,f,1,1,Oud-Noord,52.38581,4.91543,Entire home/apt,4,1.0,1.0,6,$115.00,3,1125,t,0,0,0,0,10,6,0,5.0,f,0.29,,$28.75,$345,6%,14%,17%,$4.99,0.0,615.8219178082192
2219,36310632,0.77,f,1,1,Centrum-Oost,52.36312,4.89964,Entire home/apt,2,1.0,1.0,7,$135.00,3,30,t,0,0,0,0,10,5,0,4.9,t,0.29,,$67.5,$405,5%,15%,19%,$4.99,0.0,735.4109589041096
2220,36324929,1.0,f,0,0,Oud-Noord,52.39646,4.90676,Entire home/apt,2,,2.0,8,$116.00,3,21,t,0,0,0,0,4,1,1,4.75,f,0.11,,$58,$348,7%,10%,19%,$4.99,0.0,614.4520547945206
2221,36342920,0.8099999999999999,f,9,9,Centrum-West,52.3826,4.88612,Shared room,4,1.0,3.0,13,$325.00,2,90,t,4,4,4,4,29,15,1,4.75,f,0.85,,$81.25,$650,9%,23%,18%,$4.99,0.0033222591362126247,1598.0730897009967
2222,36346375,0.5,f,0,0,De Baarsjes - Oud-West,52.362331,4.855101,Entire home/apt,2,2.0,3.0,2,$125.00,4,7,t,0,0,0,0,4,1,0,5.0,f,0.11,,$62.5,$500,7%,6%,15%,$4.99,0.0,625.0
2223,36347815,1.0,f,0,0,Oostelijk Havengebied - Indische Buurt,52.36222,4.93954,Entire home/apt,2,1.0,1.0,10,$246.00,4,9,t,14,14,14,14,3,0,0,4.33,f,0.09,,$123,$984,4%,18%,23%,$4.99,0.038356164383561646,894.6164383561644
2224,36369889,,f,1,1,Slotervaart,52.36091,4.82665,Entire home/apt,6,3.0,2.0,12,$235.00,5,21,t,0,0,0,0,0,0,0,,f,,,$39.17,$1175,8%,19%,18%,$4.99,0.0,1175.0
2225,36377994,0.8800000000000001,t,1,1,Centrum-Oost,52.37309,4.90847,Private room,3,1.0,2.0,10,$125.00,3,1125,t,3,12,40,40,158,65,6,4.95,t,4.47,,$41.67,$375,5%,17%,18%,$4.99,0.1095890410958904,694.6575342465753
2226,36415579,,f,1,1,De Baarsjes - Oud-West,52.36899,4.85095,Entire home/apt,2,1.0,1.0,1,$140.00,3,10,t,0,0,0,0,0,0,0,,t,,,$70,$420,7%,20%,20%,$4.99,0.0,700.0
2227,36445013,0.96,t,1,1,Oud-Noord,52.3832,4.91855,Private room,2,1.0,1.0,5,$96.00,1,1125,t,11,18,18,18,92,23,4,4.91,f,2.64,,$48,$96,5%,9%,14%,$4.99,0.6153846153846154,665.3846153846154
2228,36446524,0.19,f,2,2,Centrum-West,52.36778,4.88123,Entire home/apt,4,,1.0,9,$191.00,3,1125,t,4,30,60,335,1,1,0,4.0,f,0.15,,$47.75,$573,9%,18%,23%,$4.99,0.9178082191780822,953.3561643835617
2229,36469116,0.6900000000000001,f,1,1,De Pijp - Rivierenbuurt,52.35777,4.89443,Entire home/apt,2,1.0,1.0,6,$150.00,3,14,t,1,1,1,1,18,7,0,4.94,t,0.51,,$75,$450,7%,17%,23%,$4.99,0.0027397260273972603,825.4794520547945
2230,36519601,,f,2,2,Slotervaart,52.36627,4.84852,Entire home/apt,2,1.0,1.0,3,$50.00,6,21,t,0,0,0,0,5,0,0,4.73,f,0.15,,$25,$300,5%,13%,15%,$2.99,0.0,347.7945205479452
2231,36556540,0.87,f,0,0,Centrum-West,52.3805,4.89165,Entire home/apt,4,2.0,2.0,8,$200.00,3,7,t,0,0,0,0,8,2,0,4.88,f,0.23,,$50,$600,10%,16%,22%,$4.99,0.0,1000.0
2232,36559163,0.52,f,0,0,De Pijp - Rivierenbuurt,52.35319,4.90012,Entire home/apt,2,1.0,1.0,8,$220.00,3,1125,t,5,5,10,10,10,5,0,4.9,f,0.29,,$110,$660,9%,16%,18%,$4.99,0.0273972602739726,1100.0
2233,36561057,0.74,f,0,0,De Pijp - Rivierenbuurt,52.35183,4.90542,Entire home/apt,4,4.0,4.0,12,$295.00,3,1125,t,0,0,1,25,11,6,2,5.0,f,0.32,,$73.75,$885,8%,18%,26%,$4.99,0.0684931506849315,1521.0684931506848
2234,36561668,1.0,t,4,4,Centrum-West,52.37938,4.88802,Entire home/apt,2,1.0,2.0,3,$121.00,2,5,t,3,3,3,78,40,23,4,4.98,f,1.22,,$60.5,$242,6%,11%,14%,$4.99,0.0,663.8571428571429
2235,36597869,0.0,f,2,2,De Baarsjes - Oud-West,52.36436,4.87581,Entire home/apt,6,4.0,4.0,18,$375.00,3,7,t,0,0,0,0,0,0,0,,f,,,$62.5,$1125,8%,18%,32%,$4.99,0.0,1875.0
2236,36617193,0.8700000000000001,f,1,1,Oud-Noord,52.39307,4.91407,Entire home/apt,2,1.0,1.0,10,$165.00,3,1125,t,0,0,0,0,20,8,0,5.0,f,0.59,,$82.5,$495,9%,16%,19%,$4.99,0.0,825.0
2237,36617492,1.0,f,3,3,De Baarsjes - Oud-West,52.37212,4.85364,Private room,3,1.0,2.0,2,$70.00,3,1125,t,0,0,0,0,35,1,0,3.5500000000000003,t,0.99,,$23.33,$210,4%,13%,16%,$2.99,0.0,350.0
2238,36697451,0.8,f,1,1,IJburg - Zeeburgereiland,52.37165,4.96391,Entire home/apt,2,,1.0,9,$118.00,7,179,t,17,17,17,17,14,2,0,4.64,f,0.41,,$59,$826,6%,14%,19%,$4.99,0.04657534246575343,544.3150684931506
2239,36711377,0.18999999999999997,f,2,2,Centrum-West,52.37089,4.88412,Entire home/apt,2,1.0,1.0,5,$294.00,3,365,t,14,41,61,189,20,7,0,4.8,f,0.58,,$147,$882,8%,20%,13%,$4.99,0.5178082191780822,1353.972602739726
2240,36732140,1.0,t,0,0,Watergraafsmeer,52.35536,4.93027,Private room,2,1.0,2.0,1,$95.00,4,15,t,5,22,22,22,45,20,1,4.87,t,1.29,,$47.5,$380,5%,12%,17%,$4.99,0.058333333333333334,454.3888888888889
2241,36756084,0.8,f,1,1,Slotervaart,52.34783,4.83652,Entire home/apt,4,2.0,2.0,7,$200.00,3,14,t,0,0,0,0,17,6,0,4.82,f,0.49,,$50,$600,12%,15%,24%,$4.99,0.0,1000.0
2242,36760602,1.0,f,1,1,De Baarsjes - Oud-West,52.36465,4.86315,Entire home/apt,2,1.0,1.0,9,$250.00,10,1125,t,0,0,0,0,12,5,0,4.83,t,0.35,,$125,$2500,12%,23%,18%,$4.99,0.0,1091.2739726027398
2243,36784801,0.86,f,0,0,Westerpark,52.38827,4.88625,Entire home/apt,4,2.0,2.0,14,$240.00,3,7,t,2,4,7,11,8,0,0,5.0,t,0.23,,$60,$720,11%,20%,23%,$4.99,0.030136986301369864,1200.0
2244,36790110,1.0,f,1,1,Westerpark,52.37507,4.87408,Entire home/apt,2,1.0,1.0,6,$109.00,3,120,t,0,0,0,0,2,0,0,5.0,t,0.06,,$54.5,$327,7%,19%,17%,$4.99,0.0,545.0
2245,36796300,0.6599999999999999,f,0,0,De Pijp - Rivierenbuurt,52.35702,4.90286,Entire home/apt,6,3.0,3.0,11,$299.00,4,14,t,2,13,24,43,2,2,1,5.0,t,0.62,,$49.83,$1196,9%,19%,19%,$4.99,0.1178082191780822,2110.671232876712
2246,36803582,1.0,f,1,1,Noord-West,52.41869,4.87983,Entire home/apt,4,2.0,2.0,6,$160.00,3,1125,t,0,14,24,24,3,1,0,5.0,f,0.09,,$40,$480,10%,15%,22%,$4.99,0.06575342465753424,800.0958904109589
2247,36825895,0.7300000000000001,f,0,0,De Pijp - Rivierenbuurt,52.35373,4.90195,Entire home/apt,2,1.0,1.0,3,$107.00,3,21,t,0,0,0,0,11,3,0,4.91,f,0.32,,$53.5,$321,4%,17%,16%,$4.99,0.0,588.1917808219179
2248,36863216,0.99,f,4,4,Oud-Oost,52.3536,4.91438,Hotel room,1,1.0,1.0,11,$234.00,1,1125,t,14,44,74,346,19,16,0,4.68,t,0.56,,$234,$234,7%,21%,30%,$4.99,0.5,1237.5
2249,36863220,0.99,f,4,4,Oud-Oost,52.35389,4.91425,Hotel room,1,1.0,1.0,12,$243.00,1,1125,t,4,34,62,62,2,2,0,4.5,t,0.18,,$243,$243,9%,20%,21%,$4.99,0.0,1282.5
2250,36869704,0.56,f,0,0,De Baarsjes - Oud-West,52.36637,4.86799,Entire home/apt,2,1.0,1.0,14,$210.00,3,15,t,0,0,0,0,13,7,1,4.85,f,0.38,,$105,$630,10%,12%,23%,$4.99,0.0,1050.0
2251,36898170,0.42000000000000004,f,1,1,Zuid,52.35703,4.85177,Private room,1,1.0,1.0,4,$138.00,1,1125,t,24,54,82,82,9,2,1,4.5,f,0.26,,$138,$138,6%,8%,16%,$4.99,0.9318181818181818,685.9090909090909
2252,36900570,0.5,f,1,1,IJburg - Zeeburgereiland,52.34924,5.01071,Entire home/apt,5,3.0,3.0,7,$110.00,7,21,t,0,0,0,0,3,0,0,5.0,f,0.09,,$22,$770,7%,13%,16%,$4.99,0.0,550.0
2253,36953210,1.0,t,3,3,IJburg - Zeeburgereiland,52.35413,4.99644,Entire home/apt,2,,1.0,4,$120.00,3,1125,t,0,0,0,0,27,11,0,4.96,t,0.8,,$60,$360,5%,17%,14%,$4.99,0.0,601.1917808219179
2254,36960971,1.0,t,0,0,Centrum-West,52.37782,4.88163,Private room,2,1.0,1.0,6,$141.00,2,27,t,2,9,30,99,36,22,2,5.0,f,1.04,,$70.5,$282,7%,18%,18%,$4.99,0.25961538461538464,757.7884615384615
2255,36967525,0.6100000000000001,f,1,1,Centrum-West,52.36823,4.88483,Entire home/apt,3,1.0,2.0,12,$260.00,3,1125,t,0,0,0,0,15,7,0,4.86,f,0.43,,$86.67,$780,9%,29%,24%,$4.99,0.0,1300.0
2256,36972460,0.67,f,1,1,De Baarsjes - Oud-West,52.36301,4.86222,Entire home/apt,4,2.0,2.0,6,$160.00,3,7,t,0,5,5,5,5,1,0,4.8,f,0.15,,$40,$480,5%,18%,19%,$4.99,0.012738853503184714,805.7324840764331
2257,36997955,1.0,f,0,0,Oud-Noord,52.4005,4.91412,Entire home/apt,2,1.0,1.0,3,$163.00,5,1125,t,0,0,0,0,4,2,0,4.75,f,0.13,,$81.5,$815,9%,16%,21%,$4.99,0.0,898.3561643835617
2258,37011867,0.7200000000000001,f,0,0,Zuid,52.35254,4.84841,Entire home/apt,4,3.0,2.0,8,$275.00,4,60,t,0,0,0,0,4,4,2,5.0,f,2.86,,$68.75,$1100,9%,19%,28%,$4.99,0.0,1445.4794520547946
2259,37014677,1.0,t,2,2,Noord-West,52.411499,4.916014,Private room,2,1.0,1.0,7,$73.00,3,1125,t,6,18,39,58,55,23,5,4.63,t,1.59,,$36.5,$219,6%,10%,16%,$2.99,0.1346153846153846,293.02884615384613
2260,37048856,0.33,f,0,0,Oud-Oost,52.3634,4.9257,Entire home/apt,2,1.0,1.0,6,$150.00,3,1125,t,0,0,0,0,8,1,0,5.0,t,0.23,,$75,$450,7%,21%,21%,$4.99,0.0,750.3835616438356
2261,37085081,0.0,f,0,0,Centrum-West,52.3762,4.8861,Entire home/apt,4,2.0,3.0,14,$275.00,4,28,t,0,0,0,0,4,0,0,5.0,f,0.12,,$68.75,$1100,8%,13%,38%,$4.99,0.0,1375.0
2262,37113944,,f,0,0,Bos en Lommer,52.37787,4.85575,Entire home/apt,4,1.0,1.0,6,$80.00,20,1125,t,0,0,0,0,4,0,0,5.0,t,0.12,,$20,$1600,6%,12%,17%,$4.99,0.0,410.13698630136986
2263,37117584,1.0,f,0,0,De Baarsjes - Oud-West,52.36906,4.8605,Entire home/apt,4,3.0,3.0,10,$180.00,3,5,t,0,0,3,3,5,4,0,4.8,f,0.22,,$45,$540,8%,15%,17%,$4.99,0.008310249307479225,938.2271468144045
2264,37137406,0.5,f,1,1,Buitenveldert - Zuidas,52.32671,4.87446,Entire home/apt,2,1.0,1.0,3,$60.00,3,30,t,0,0,0,0,4,2,1,4.39,f,0.12,,$30,$180,6%,12%,17%,$2.99,0.0,300.0
2265,37164265,0.9,t,1,1,Bos en Lommer,52.38422,4.84844,Entire home/apt,4,2.0,2.0,8,$286.00,3,1125,t,11,11,11,11,36,9,0,4.89,f,1.08,,$71.5,$858,6%,19%,28%,$4.99,0.030136986301369864,1311.5068493150684
2266,37231449,0.13,f,1,1,Centrum-West,52.37498,4.8765,Entire home/apt,2,1.0,1.0,2,$140.00,3,1125,t,2,2,2,2,2,2,1,5.0,f,1.2,,$70,$420,7%,14%,21%,$4.99,0.005479452054794521,755.6986301369863
2267,37318497,0.55,f,0,0,Centrum-Oost,52.37004,4.92617,Entire home/apt,2,1.0,1.0,5,$150.00,2,1125,t,0,7,7,7,19,10,0,4.89,f,0.57,,$75,$300,8%,11%,27%,$4.99,0.4117647058823529,766.1764705882352
2268,37324008,0.8,f,0,0,Westerpark,52.39368,4.87906,Entire home/apt,2,1.0,1.0,7,$125.00,5,1125,t,0,0,0,0,4,3,0,5.0,f,0.12,,$62.5,$625,6%,14%,16%,$4.99,0.0,625.0
2269,37326878,0.12,f,1,1,Centrum-West,52.38072,4.88533,Entire home/apt,4,2.0,2.0,19,$400.00,3,14,t,15,23,36,87,11,4,3,4.529999999999999,t,0.33,,$100,$1200,12%,27%,21%,$10.99,0.23835616438356164,2101.041095890411
2270,37344101,1.0,t,0,0,De Baarsjes - Oud-West,52.37173,4.87239,Hotel room,2,1.0,1.0,6,$127.00,2,28,t,0,0,0,0,64,24,1,4.81,f,1.86,,$63.5,$254,7%,12%,17%,$4.99,0.0,713.0
2271,37348417,0.26,f,2,2,De Pijp - Rivierenbuurt,52.34811,4.90791,Private room,2,1.0,,4,$158.00,5,1125,t,22,25,55,55,4,4,3,4.75,t,3.0,,$79,$790,9%,16%,17%,$4.99,0.18433179723502305,855.5069124423964
2272,37378443,1.0,f,1,1,Westerpark,52.38308,4.87543,Entire home/apt,4,2.0,2.0,8,$240.00,5,1125,t,0,2,6,6,15,5,0,4.71,t,0.47,,$60,$1200,7%,20%,22%,$4.99,0.01643835616438356,1200.0
2273,37386447,1.0,f,3,3,De Baarsjes - Oud-West,52.37092,4.85316,Private room,1,1.0,1.0,1,$78.00,3,1125,t,14,30,54,329,40,12,2,4.5,t,1.19,,$78,$234,5%,11%,16%,$4.99,0.9058171745152355,473.33795013850414
2274,37412883,0.25,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36168,4.94256,Entire home/apt,2,1.0,1.0,4,$88.00,5,34,t,0,0,0,0,1,0,0,0.0,f,0.03,,$44,$440,7%,15%,15%,$4.99,0.0,363.05479452054794
2275,37493556,1.0,t,0,0,De Baarsjes - Oud-West,52.37182,4.87157,Hotel room,2,1.0,1.0,14,$143.00,2,28,t,3,5,5,5,53,10,2,4.72,f,1.55,,$71.5,$286,7%,19%,19%,$4.99,0.0,824.0
2276,37507709,1.0,f,0,0,Oostelijk Havengebied - Indische Buurt,52.35863,4.93991,Entire home/apt,3,1.0,1.0,7,$129.00,3,6,t,0,0,0,0,1,0,0,5.0,f,0.03,,$43,$387,6%,16%,17%,$4.99,0.0,645.0
2277,37510618,1.0,f,0,0,Oud-Oost,52.36567,4.93111,Entire home/apt,2,1.0,1.0,1,$140.00,14,1125,t,3,4,4,4,9,4,1,4.89,t,0.27,,$70,$1960,7%,14%,15%,$4.99,0.010958904109589041,700.0
2278,37517388,1.1102230246251565e-16,f,0,0,Centrum-Oost,52.35951,4.89508,Entire home/apt,4,2.0,2.0,9,$133.00,5,16,t,0,0,0,0,9,3,0,4.89,f,0.27,,$33.25,$665,7%,23%,16%,$4.99,0.0,664.2465753424658
2279,37528056,0.67,f,0,0,Bos en Lommer,52.38527,4.85722,Entire home/apt,2,1.0,1.0,5,$150.00,4,1125,t,0,0,0,0,5,2,0,5.0,f,0.17,,$75,$600,8%,18%,22%,$4.99,0.0,750.0
2280,37554677,0.7899999999999999,f,9,9,Centrum-West,52.37446,4.88242,Shared room,2,1.0,1.0,11,$326.00,7,1125,t,19,19,19,19,8,1,0,5.0,f,0.25,,$163,$2282,10%,30%,22%,$4.99,0.052054794520547946,1762.3150684931506
