,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
892,11790061,0.67,f,1,1,De Baarsjes - Oud-West,52.36293,4.85629,Entire home/apt,3,2.0,3.0,14,$329.00,2,1125,t,0,10,15,15,39,6,2,4.82,f,0.52,,$109.67,$658,6%,19%,25%,$4.99,0.3333333333333333,1645.0
893,11822995,1.0,f,1,1,De Baarsjes - Oud-West,52.36429,4.85056,Entire home/apt,2,1.0,1.0,5,$95.00,5,60,t,0,0,0,0,43,4,0,4.81,t,0.57,,$47.5,$475,7%,15%,17%,$4.99,0.0,475.0
894,11843850,0.54,t,3,3,Centrum-West,52.36655,4.89039,Entire home/apt,2,1.0,1.0,7,$275.00,3,1125,t,1,10,25,287,71,6,2,4.9,t,0.95,,$137.5,$825,7%,10%,23%,$4.99,0.7863013698630137,1375.3287671232877
895,11846023,0.9199999999999999,t,3,3,Centrum-West,52.36655,4.89039,Entire home/apt,2,1.0,1.0,11,$275.00,3,1125,t,5,16,25,284,72,5,1,4.89,t,0.96,,$137.5,$825,10%,22%,18%,$4.99,0.7780821917808219,1375.86301369863
896,11858660,1.0,f,1,1,De Pijp - Rivierenbuurt,52.35458,4.9039,Entire home/apt,2,1.0,1.0,9,$139.00,3,20,t,0,0,0,0,40,0,0,4.93,t,0.53,,$69.5,$417,6%,18%,20%,$4.99,0.0,696.3698630136986
897,11867547,,f,1,1,Zuid,52.35264,4.8476,Entire home/apt,2,1.0,1.0,6,$150.00,5,1125,t,0,0,0,0,8,0,0,4.88,f,0.11,,$75,$750,8%,14%,15%,$4.99,0.0,750.0
898,11897715,,f,1,1,De Baarsjes - Oud-West,52.36027,4.85725,Entire home/apt,3,1.0,2.0,4,$150.00,5,1125,t,0,0,0,0,6,0,0,4.67,f,0.08,,$50,$750,8%,16%,21%,$4.99,0.0,750.0
899,11942440,0.0,f,1,1,Zuid,52.34558,4.86048,Entire home/apt,2,2.0,2.0,9,$225.00,3,45,t,2,5,13,251,23,1,0,5.0,f,0.38,,$112.5,$675,9%,15%,23%,$4.99,0.6876712328767123,1125.0
900,11962960,0.5800000000000001,f,1,1,Zuid,52.348694,4.856783,Entire home/apt,2,1.0,1.0,8,$159.00,9,30,t,0,0,0,0,28,2,0,4.82,f,0.39,,$79.5,$1431,7%,23%,21%,$4.99,0.0,795.0
901,12006505,0.64,f,1,1,De Pijp - Rivierenbuurt,52.35388,4.89877,Entire home/apt,2,1.0,1.0,11,$127.00,3,60,t,0,0,0,0,13,4,0,4.85,f,0.17,,$63.5,$381,7%,13%,16%,$4.99,0.0,635.0
902,12039992,0.26,f,1,1,Zuid,52.34993,4.87882,Entire home/apt,4,3.0,3.0,8,$350.00,4,1125,t,0,7,13,13,32,1,0,4.84,f,0.43,,$87.5,$1400,14%,18%,26%,$4.99,0.03561643835616438,1750.0
903,12051114,0.76,f,1,1,Centrum-West,52.37592177748709,4.880416832196918,Entire home/apt,4,2.0,2.0,16,$420.00,3,28,t,3,7,7,7,17,0,0,4.01,t,0.23,,$105,$1260,7%,20%,29%,$10.99,0.019178082191780823,2100.0
904,12059101,0.72,t,1,1,De Pijp - Rivierenbuurt,52.34476,4.89201,Private room,4,2.0,4.0,6,$92.00,4,1125,t,5,6,22,290,164,34,4,4.83,f,2.2,,$23,$368,6%,10%,16%,$4.99,0.7945205479452054,410.26027397260276
905,12065591,0.7,f,1,1,Centrum-West,52.38018,4.87985,Private room,2,1.0,2.0,10,$149.00,4,190,t,1,1,6,223,109,4,2,4.81,t,1.5,,$74.5,$596,7%,18%,19%,$4.99,0.6109589041095891,745.0
906,12082536,1.0,f,1,1,Watergraafsmeer,52.34042,4.92106,Entire home/apt,2,,,3,$85.00,4,28,t,0,2,2,13,36,3,0,4.74,t,0.48,,$42.5,$340,5%,11%,16%,$4.99,0.03561643835616438,427.26027397260276
907,12088607,0.0,f,4,4,Oud-Oost,52.35866,4.93397,Entire home/apt,4,2.0,2.0,10,$226.00,3,25,t,0,0,0,0,4,0,0,4.0,f,0.06,,$56.5,$678,7%,26%,25%,$4.99,0.0,1128.4931506849316
908,12117800,,f,1,1,Zuid,52.347,4.85955,Entire home/apt,2,1.0,1.0,2,$75.00,3,1125,t,0,0,0,0,8,0,0,4.88,f,0.11,,$37.5,$225,5%,11%,16%,$4.99,0.0,452.71232876712327
909,12130964,,f,1,1,De Baarsjes - Oud-West,52.37238,4.85266,Entire home/apt,2,1.0,1.0,10,$120.00,4,1125,t,0,0,0,0,22,0,0,5.0,f,0.29,,$60,$480,6%,16%,18%,$4.99,0.0,693.0958904109589
910,12139525,0.73,f,1,1,Zuid,52.35166,4.85767,Entire home/apt,6,4.0,6.0,17,$450.00,3,11,t,0,8,8,19,23,0,0,4.430000000000001,t,0.33,,$75,$1350,9%,29%,25%,$10.99,0.052054794520547946,2262.123287671233
911,12164521,0.41,f,0,0,Zuid,52.35004,4.85956,Entire home/apt,2,1.0,1.0,13,$175.00,3,14,t,0,5,5,70,22,0,0,4.81,f,0.3,,$87.5,$525,9%,12%,23%,$4.99,0.1917808219178082,872.2054794520548
912,12196335,0.5,f,0,0,Bos en Lommer,52.381359,4.855849,Entire home/apt,2,2.0,1.0,7,$120.00,1,1125,t,0,21,40,40,31,0,0,4.9,f,0.41,,$60,$120,8%,21%,16%,$4.99,0.0,600.0
913,12213244,,f,1,1,De Baarsjes - Oud-West,52.36814,4.86832,Entire home/apt,4,2.0,2.0,13,$210.00,3,28,t,0,0,0,0,48,0,0,4.96,f,0.67,,$52.5,$630,5%,20%,28%,$4.99,0.0,1050.0
914,12215990,0.25000000000000006,f,0,0,Zuid,52.35165,4.84904,Entire home/apt,2,1.0,1.0,5,$145.00,3,30,t,0,0,0,0,4,2,0,5.0,t,0.13,,$72.5,$435,5%,14%,20%,$4.99,0.0,725.0
915,12216213,0.56,f,1,1,Centrum-West,52.38001,4.88794,Private room,2,1.0,1.0,1,$100.00,3,1125,t,6,11,19,260,252,28,5,4.9,t,3.38,,$50,$300,7%,14%,17%,$4.99,0.7123287671232876,500.0
916,12221842,0.0,f,1,1,De Pijp - Rivierenbuurt,52.34298,4.90093,Entire home/apt,2,1.0,1.0,3,$138.00,3,150,t,0,0,8,8,27,1,1,4.85,f,0.39,,$69,$414,6%,17%,18%,$4.99,0.021917808219178082,677.4657534246576
917,12227324,0.6799999999999999,f,1,1,De Pijp - Rivierenbuurt,52.34403,4.89232,Entire home/apt,2,1.0,1.0,5,$135.00,5,1125,t,0,0,0,0,19,0,0,4.82,f,0.33,,$67.5,$675,4%,15%,17%,$4.99,0.0,675.0
918,12251311,0.22,f,1,1,Noord-Oost,52.40583,4.93275,Entire home/apt,5,4.0,4.0,4,$120.00,10,60,t,0,0,0,0,49,1,0,4.86,f,0.66,,$24,$1200,5%,13%,19%,$4.99,0.0,850.2602739726027
919,12347938,1.0,f,1,1,Oud-Oost,52.35331,4.92009,Entire home/apt,6,2.0,4.0,1,$125.00,4,1125,t,0,3,3,3,13,0,0,4.67,f,0.18,,$20.83,$500,8%,10%,18%,$4.99,0.00821917808219178,658.6849315068494
920,12371557,0.49,f,1,1,Oud-Noord,52.39987,4.90603,Entire home/apt,2,,1.0,1,$91.00,3,23,t,0,7,8,8,21,1,1,4.95,f,0.36,,$45.5,$273,6%,10%,16%,$4.99,0.021917808219178082,463.2191780821918
921,12373532,0.72,t,4,4,Centrum-Oost,52.36475,4.90731,Entire home/apt,2,1.0,1.0,13,$209.00,28,99,t,24,53,83,328,0,0,0,,t,,,$104.5,$5852,10%,9%,23%,$4.99,0.8986301369863013,1084.0684931506848
922,12384368,1.0,f,1,1,Westerpark,52.38835,4.8876,Entire home/apt,2,1.0,1.0,2,$130.00,3,25,t,0,0,0,0,14,5,1,4.79,f,0.28,,$65,$390,5%,17%,20%,$4.99,0.0,651.8630136986301
923,12499692,1.0,f,2,2,Oud-Oost,52.35663,4.91654,Entire home/apt,2,1.0,1.0,5,$70.00,4,60,t,0,0,0,0,16,0,0,3.91,f,0.22,,$35,$280,6%,12%,15%,$2.99,0.0,387.9178082191781
924,12510553,0.63,f,0,0,Centrum-Oost,52.35819,4.89453,Private room,2,1.0,2.0,5,$150.00,3,30,t,6,6,6,6,14,3,0,4.93,f,0.42,,$75,$450,6%,17%,19%,$4.99,0.01643835616438356,750.1232876712329
925,12548328,0.08999999999999997,f,1,1,De Pijp - Rivierenbuurt,52.34426,4.89841,Entire home/apt,2,1.0,2.0,12,$225.00,25,30,t,29,59,89,364,1,0,0,5.0,f,0.03,,$112.5,$5625,11%,13%,25%,$4.99,0.9972602739726028,1125.0
926,12550957,,f,1,1,De Pijp - Rivierenbuurt,52.35418,4.89798,Entire home/apt,4,2.0,2.0,8,$300.00,3,1125,t,0,0,0,0,7,0,0,4.86,f,0.12,,$75,$900,7%,22%,13%,$4.99,0.0,1500.0
927,12553513,0.25,f,1,1,Oud-Oost,52.36544,4.92655,Entire home/apt,2,1.0,1.0,9,$199.00,4,1125,t,0,0,0,156,21,5,0,4.7,f,0.29,,$99.5,$796,7%,22%,21%,$4.99,0.4273972602739726,995.0
928,12558413,0.7,f,1,1,Zuid,52.35339,4.84904,Entire home/apt,2,1.0,1.0,11,$125.00,3,1125,t,0,0,0,0,38,10,2,4.78,f,0.6,,$62.5,$375,7%,15%,20%,$4.99,0.0,679.8904109589041
929,12596322,0.98,f,5,5,De Baarsjes - Oud-West,52.36357,4.87979,Entire home/apt,16,5.0,17.0,28,$750.00,3,365,t,14,24,39,272,190,19,2,3.5500000000000003,t,2.58,,$46.88,$2250,15%,24%,28%,$10.99,0.7452054794520548,3977.068493150685
930,12597756,0.89,f,5,5,Centrum-West,52.36665,4.88049,Entire home/apt,8,2.0,5.0,20,$450.00,2,365,t,2,11,20,265,119,30,2,3.46,t,1.62,,$56.25,$900,12%,18%,20%,$10.99,0.6346153846153846,2639.8076923076924
931,12598553,0.84,f,2,2,Centrum-Oost,52.36388,4.90994,Entire home/apt,2,1.0,1.0,1,$140.00,10,1125,t,0,0,0,0,0,0,0,,f,,,$70,$1400,6%,18%,15%,$4.99,0.0,700.0
932,12598630,0.25,f,5,5,Centrum-West,52.36727,4.88024,Entire home/apt,7,2.0,5.0,15,$460.00,2,365,t,5,11,21,237,203,32,0,4.04,t,2.82,,$65.71,$920,13%,22%,31%,$10.99,0.5288461538461539,2703.798076923077
933,12598924,0.72,f,5,5,Centrum-West,52.367,4.8792,Entire home/apt,7,2.0,5.0,19,$460.00,2,365,t,4,9,22,293,190,34,6,3.9800000000000004,t,2.63,,$65.71,$920,10%,16%,24%,$10.99,0.7692307692307693,2662.451923076923
934,12599072,0.98,f,5,5,De Baarsjes - Oud-West,52.36564,4.87855,Entire home/apt,7,2.0,5.0,16,$470.00,2,365,t,6,10,25,291,173,20,2,3.87,f,2.4,,$67.14,$940,5%,19%,21%,$10.99,0.7211538461538461,2729.6153846153848
935,12619145,0.44,f,1,1,Westerpark,52.38416,4.87143,Entire home/apt,2,1.0,1.0,5,$98.00,3,1125,t,4,7,13,152,68,6,1,4.66,f,0.92,,$49,$294,5%,13%,17%,$4.99,0.41643835616438357,490.0
936,12637711,1.0,f,0,0,Noord-West,52.41826,4.90073,Entire home/apt,4,1.0,2.0,6,$111.00,3,3,t,0,0,0,0,9,9,2,4.89,f,1.2,,$27.75,$333,7%,17%,19%,$4.99,0.0,697.7671232876712
937,12661281,,f,1,1,De Baarsjes - Oud-West,52.36989,4.84952,Entire home/apt,4,3.0,3.0,5,$210.00,3,24,t,0,0,0,0,17,0,0,4.94,f,0.24,,$52.5,$630,10%,17%,24%,$4.99,0.0,1050.0
938,12733599,0.3,f,1,1,Watergraafsmeer,52.34991,4.94026,Private room,2,1.0,1.0,11,$79.00,30,1125,t,0,4,10,256,139,0,0,4.67,f,1.91,,$39.5,$2370,6%,12%,17%,$4.99,0.7013698630136986,379.5890410958904
939,12744183,0.0,f,1,1,De Baarsjes - Oud-West,52.37002,4.85226,Entire home/apt,2,1.0,1.0,3,$100.00,3,1125,t,0,0,0,0,31,0,0,4.97,f,0.43,,$50,$300,6%,12%,19%,$4.99,0.0,717.5342465753424
940,12761526,0.54,f,2,2,Watergraafsmeer,52.35442,4.93148,Entire home/apt,3,1.0,1.0,10,$109.00,4,30,t,0,0,0,0,37,3,0,4.74,f,0.5,,$36.33,$436,6%,8%,14%,$4.99,0.0,627.6575342465753
941,12771666,,f,1,1,De Baarsjes - Oud-West,52.37053,4.86195,Entire home/apt,4,3.0,5.0,10,$130.00,3,1125,t,0,0,0,0,4,0,0,5.0,f,0.06,,$32.5,$390,9%,14%,17%,$4.99,0.0,650.0
942,12772984,0.8300000000000001,f,1,1,Watergraafsmeer,52.34219,4.91696,Entire home/apt,4,3.0,4.0,6,$250.00,4,14,t,0,6,19,19,20,2,0,4.9,f,0.28,,$62.5,$1000,9%,21%,28%,$4.99,0.052054794520547946,1285.7534246575342
943,12808277,,f,1,1,De Baarsjes - Oud-West,52.37094,4.86425,Entire home/apt,4,2.0,2.0,17,$400.00,3,1125,t,0,0,0,0,14,0,0,4.699999999999999,t,0.19,,$100,$1200,7%,21%,26%,$10.99,0.0,2000.0
944,12839333,,f,1,1,Noord-West,52.41339,4.89372,Entire home/apt,4,1.0,2.0,4,$113.00,5,28,t,0,0,0,0,14,0,0,4.86,f,0.2,,$28.25,$565,6%,11%,19%,$4.99,0.0,564.2465753424658
945,12840460,0.44999999999999996,f,1,1,Zuid,52.35351,4.88529,Entire home/apt,2,1.0,1.0,3,$92.00,3,1125,t,0,0,0,0,76,3,0,4.96,f,1.07,,$46,$276,7%,12%,15%,$4.99,0.0,457.82191780821915
946,12885866,0.0,f,3,3,Geuzenveld - Slotermeer,52.38116,4.83607,Private room,2,1.0,1.0,1,$50.00,10,90,t,0,0,0,0,50,0,0,4.57,f,0.68,,$25,$500,7%,9%,15%,$2.99,0.0,263.64383561643837
947,12898795,,f,1,1,De Pijp - Rivierenbuurt,52.35623,4.90367,Entire home/apt,2,1.0,1.0,9,$150.00,3,3,t,0,0,0,0,18,0,0,5.0,f,0.3,,$75,$450,7%,9%,19%,$4.99,0.0,750.0
948,12940835,,f,1,1,Oostelijk Havengebied - Indische Buurt,52.3652,4.93744,Entire home/apt,2,1.0,1.0,6,$79.00,5,14,t,0,0,0,0,8,0,0,4.75,f,0.13,,$39.5,$395,3%,14%,15%,$4.99,0.0,411.5753424657534
949,12959197,0.89,f,1,1,Westerpark,52.38277,4.87446,Entire home/apt,2,1.0,1.0,9,$75.00,3,1125,t,0,0,0,0,21,5,0,4.81,f,0.3,,$37.5,$225,8%,11%,16%,$4.99,0.0,483.8904109589041
950,12970674,0.98,t,3,3,Centrum-Oost,52.36306,4.9083,Private room,2,1.0,1.0,2,$110.00,3,1125,t,0,0,0,0,248,33,0,4.94,t,3.53,,$55,$330,8%,15%,20%,$4.99,0.0,557.1774193548387
951,13001861,0.0,f,1,1,Bos en Lommer,52.37732,4.86135,Entire home/apt,4,2.0,2.0,11,$200.00,3,20,t,0,0,0,0,58,0,0,4.91,f,0.8,,$50,$600,10%,17%,22%,$4.99,0.0,1000.0
952,13017363,0.2,f,1,1,Westerpark,52.37824,4.87087,Entire home/apt,2,1.0,1.0,8,$150.00,28,1125,t,0,0,0,92,18,2,0,4.89,f,0.26,,$75,$4200,8%,8%,20%,$4.99,0.25205479452054796,750.0
953,13017542,1.0,t,3,3,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,4,3.0,3.0,9,$196.00,4,30,t,0,0,5,5,31,5,2,4.9,f,0.44,,$49,$784,8%,9%,19%,$4.99,0.0136986301369863,995.4383561643835
954,13041188,,f,1,1,Centrum-Oost,52.3698,4.91043,Entire home/apt,2,1.0,1.0,2,$50.00,21,27,t,0,0,0,0,0,0,0,,f,,,$25,$1050,7%,12%,14%,$2.99,0.0,250.0
955,13049566,,f,1,1,Noord-Oost,52.4069,4.93517,Entire home/apt,4,3.0,3.0,7,$140.00,3,14,t,0,0,0,0,11,0,0,5.0,f,0.16,,$35,$420,7%,10%,19%,$4.99,0.0,700.0
956,13051355,0.5,f,3,3,Centrum-West,52.37103,4.89583,Private room,2,1.0,1.0,9,$156.00,1,1125,t,5,30,30,30,147,37,4,4.52,t,2.01,,$78,$156,6%,15%,21%,$4.99,0.07692307692307693,780.8653846153846
957,13074889,0.6,f,1,1,Zuid,52.34389,4.86687,Entire home/apt,4,2.0,4.0,5,$240.00,4,30,t,0,3,3,3,36,7,1,4.94,f,0.5,,$60,$960,9%,24%,22%,$4.99,0.00821917808219178,1200.0
958,13094970,,f,1,1,De Pijp - Rivierenbuurt,52.34108,4.89566,Entire home/apt,4,4.0,4.0,2,$150.00,14,27,t,0,0,0,0,0,0,0,,f,,,$37.5,$2100,6%,16%,23%,$4.99,0.0,750.0
959,13103861,0.75,t,1,1,Centrum-Oost,52.36245,4.904,Private room,2,1.0,1.0,7,$77.00,3,12,t,1,2,3,107,207,30,5,4.8,f,2.9,,$38.5,$231,6%,12%,17%,$4.99,0.29315068493150687,427.7808219178082
960,13107969,,f,1,1,De Baarsjes - Oud-West,52.37252,4.85834,Entire home/apt,4,3.0,5.0,9,$225.00,3,1100,t,0,0,0,0,29,0,0,4.86,f,0.41,,$56.25,$675,11%,13%,30%,$4.99,0.0,1125.0
961,13127944,,f,1,1,Noord-Oost,52.39487,4.93111,Entire home/apt,5,3.0,3.0,4,$150.00,3,20,t,0,0,0,0,9,0,0,4.89,f,0.13,,$30,$450,6%,23%,19%,$4.99,0.0,750.0
962,13135409,0.21000000000000008,f,1,1,Zuid,52.35079,4.85205,Entire home/apt,2,1.0,1.0,4,$90.00,4,1125,t,2,2,7,7,23,3,0,4.64,f,0.32,,$45,$360,7%,8%,16%,$4.99,0.019178082191780823,481.83561643835617
963,13152028,0.27,f,1,1,Westerpark,52.3918,4.87313,Entire home/apt,4,2.0,2.0,11,$195.00,4,1125,t,0,0,3,163,14,0,0,4.86,f,0.2,,$48.75,$780,8%,24%,17%,$4.99,0.4465753424657534,975.0
964,13169294,0.0,f,1,1,Watergraafsmeer,52.35323,4.93898,Entire home/apt,4,3.0,3.0,4,$175.00,4,14,t,0,0,0,0,12,0,0,4.67,f,0.16,,$43.75,$700,9%,24%,21%,$4.99,0.0,875.0
965,13177928,,f,1,1,Westerpark,52.38382,4.86804,Entire home/apt,4,3.0,5.0,10,$300.00,10,14,t,0,7,17,17,7,0,0,4.67,f,0.1,,$75,$3000,10%,24%,27%,$4.99,0.04657534246575343,1500.0
966,13187427,1.0,f,1,1,Watergraafsmeer,52.35387,4.92996,Entire home/apt,4,4.0,4.0,7,$195.00,3,21,t,0,0,0,0,6,3,0,5.0,f,0.13,,$48.75,$585,6%,18%,18%,$4.99,0.0,975.0
967,13188340,,f,1,1,Centrum-Oost,52.36828,4.92478,Entire home/apt,2,1.0,1.0,1,$79.00,3,30,t,0,0,0,0,10,0,0,4.5,f,0.18,,$39.5,$237,5%,12%,14%,$4.99,0.0,395.0
968,13219341,0.5,f,1,1,Watergraafsmeer,52.34299,4.95102,Entire home/apt,4,3.0,4.0,9,$230.00,3,1125,t,0,0,0,96,27,0,0,4.89,f,0.37,,$57.5,$690,12%,18%,26%,$4.99,0.26301369863013696,1150.0
969,13229949,0.0,f,3,3,Geuzenveld - Slotermeer,52.381,4.83538,Private room,2,1.0,1.0,2,$59.00,5,1125,t,0,0,0,0,10,0,0,3.67,f,0.14,,$29.5,$295,5%,11%,16%,$2.99,0.0,295.0
970,13245827,0.25,f,1,1,Watergraafsmeer,52.35631,4.93949,Entire home/apt,4,2.0,4.0,14,$250.00,3,1125,t,0,0,10,69,3,0,0,5.0,f,0.07,,$62.5,$750,9%,21%,29%,$4.99,0.18904109589041096,1250.0
971,13247212,0.5900000000000001,f,2,2,Centrum-Oost,52.37288,4.90648,Entire home/apt,4,1.0,1.0,14,$292.00,2,9,t,0,0,0,0,45,3,0,4.93,f,0.62,,$73,$584,10%,14%,21%,$4.99,0.0,1550.0
972,13256599,1.0,t,3,3,Centrum-West,52.36861,4.88607,Entire home/apt,3,1.0,1.0,12,$210.00,7,180,t,8,8,25,276,79,1,1,4.82,f,1.09,,$70,$1470,9%,20%,23%,$4.99,0.7561643835616438,1093.013698630137
973,13272633,1.0,t,0,0,Centrum-Oost,52.36532,4.91091,Private room,4,2.0,2.0,12,$258.00,2,365,t,4,14,30,144,135,15,1,4.64,t,1.85,,$64.5,$516,11%,20%,21%,$4.99,0.39452054794520547,1406.4657534246576
974,13277304,0.0,f,1,1,IJburg - Zeeburgereiland,52.34993,5.00493,Entire home/apt,4,2.0,2.0,9,$135.00,3,21,t,0,0,1,1,12,0,0,4.83,f,0.19,,$33.75,$405,8%,9%,20%,$4.99,0.0027397260273972603,675.0
975,13302853,0.4,f,1,1,Oostelijk Havengebied - Indische Buurt,52.37017,4.94396,Entire home/apt,4,5.0,6.0,8,$250.00,3,30,t,0,4,9,9,8,0,0,4.88,f,0.11,,$62.5,$750,10%,27%,16%,$4.99,0.024657534246575342,1477.4794520547946
976,13314493,0.49000000000000005,f,1,1,Centrum-Oost,52.36397,4.90768,Private room,2,1.0,1.0,6,$95.00,3,1125,t,0,0,0,120,199,3,0,4.97,f,2.73,,$47.5,$285,4%,12%,17%,$4.99,0.3287671232876712,475.0
977,13330153,,f,1,1,Noord-West,52.40716,4.90064,Entire home/apt,5,4.0,5.0,5,$120.00,5,1125,t,0,1,1,1,11,0,0,4.8,f,0.15,,$24,$600,6%,10%,18%,$4.99,0.0027397260273972603,616.5753424657535
978,13353566,1.0,f,5,5,Noord-Oost,52.38531,4.95352,Private room,4,2.0,2.0,10,$365.00,4,32,t,1,1,3,278,19,0,0,4.68,f,0.34,,$91.25,$1460,10%,16%,28%,$4.99,0.7616438356164383,1826.3424657534247
979,13389882,0.8300000000000001,f,1,1,Westerpark,52.3789,4.87492,Entire home/apt,2,1.0,1.0,8,$250.00,5,1125,t,0,0,0,0,27,1,0,4.96,f,0.38,,$125,$1250,8%,22%,23%,$4.99,0.0,1250.0
980,13421459,0.9500000000000001,f,8,8,Centrum-West,52.37178,4.88017,Entire home/apt,4,2.0,2.0,17,$394.00,3,30,t,0,21,23,23,52,0,0,4.46,f,0.72,,$98.5,$1182,16%,26%,24%,$4.99,0.06628242074927954,1906.2391930835736
981,13425006,0.75,f,3,3,Westerpark,52.37763,4.86895,Entire home/apt,3,2.0,2.0,7,$160.00,4,28,t,0,0,0,0,44,10,1,4.51,f,0.61,,$53.33,$640,6%,23%,27%,$4.99,0.0,800.0
982,13428614,1.0,f,2,2,Bos en Lommer,52.3779,4.86199,Entire home/apt,2,2.0,2.0,1,$99.00,3,29,t,0,0,0,0,35,4,0,5.0,f,0.48,,$49.5,$297,7%,12%,15%,$4.99,0.0,555.2739726027397
983,13429174,1.0,t,3,3,De Baarsjes - Oud-West,52.37178,4.85301,Private room,1,1.0,1.0,2,$58.00,3,30,t,0,4,9,10,221,39,4,4.43,f,3.69,,$58,$174,5%,7%,14%,$2.99,0.027548209366391185,242.7548209366391
984,13431398,,f,1,1,De Baarsjes - Oud-West,52.36278,4.8528,Entire home/apt,2,1.0,1.0,5,$95.00,3,1125,t,0,0,0,0,45,0,0,4.87,f,0.63,,$47.5,$285,4%,10%,16%,$4.99,0.0,475.0
985,13439708,0.92,t,2,2,IJburg - Zeeburgereiland,52.35336,4.99456,Entire home/apt,4,2.0,3.0,17,$350.00,3,1125,t,0,0,0,155,10,0,0,4.9,f,0.17,,$87.5,$1050,9%,18%,20%,$4.99,0.4246575342465753,1750.0
986,13449471,0.55,f,1,1,De Pijp - Rivierenbuurt,52.35643,4.88806,Entire home/apt,6,3.0,7.0,15,$310.00,5,21,t,0,3,8,8,5,0,0,5.0,f,0.08,,$51.67,$1550,15%,21%,27%,$4.99,0.021917808219178082,1487.3287671232877
987,13463261,0.77,f,1,1,De Pijp - Rivierenbuurt,52.34789,4.89176,Entire home/apt,4,3.0,3.0,10,$175.00,3,60,t,0,0,3,3,50,1,0,4.73,f,0.7,,$43.75,$525,7%,14%,13%,$4.99,0.008241758241758242,869.3681318681319
988,13471485,0.47,f,0,0,De Pijp - Rivierenbuurt,52.35634,4.90442,Entire home/apt,4,2.0,1.0,6,$150.00,7,15,t,0,0,0,0,5,0,0,5.0,f,0.07,,$37.5,$1050,7%,20%,19%,$4.99,0.0,750.7397260273973
989,13476691,,f,1,1,Oud-Oost,52.35164,4.9113,Entire home/apt,4,3.0,4.0,8,$200.00,3,1125,t,0,0,0,0,18,0,0,4.94,f,0.25,,$50,$600,8%,24%,31%,$4.99,0.0,1000.0
990,13483155,,f,1,1,Oud-Noord,52.38621,4.91678,Entire home/apt,3,3.0,3.0,8,$175.00,5,1125,t,0,0,0,0,4,0,0,4.75,f,0.06,,$58.33,$875,7%,20%,19%,$4.99,0.0,875.0
991,13486108,0.0,f,1,1,Oostelijk Havengebied - Indische Buurt,52.37468,4.94674,Entire home/apt,4,3.0,3.0,5,$156.00,4,20,t,0,0,0,0,11,0,0,4.91,f,0.17,,$39,$624,7%,18%,17%,$4.99,0.0,782.2602739726027
992,13489366,0.46,f,0,0,De Pijp - Rivierenbuurt,52.34252,4.89785,Entire home/apt,4,2.0,2.0,4,$110.00,5,30,t,0,0,0,0,4,0,0,5.0,f,0.11,,$27.5,$550,6%,16%,19%,$4.99,0.0,550.0
993,13491924,1.0,t,5,5,Centrum-West,52.37643,4.88233,Entire home/apt,2,1.0,1.0,9,$295.00,3,1125,t,0,0,0,0,16,1,0,5.0,t,0.26,,$147.5,$885,14%,21%,37%,$4.99,0.0,1380.0684931506848
994,13509119,1.0,f,1,1,De Baarsjes - Oud-West,52.363,4.86578,Entire home/apt,4,3.0,3.0,10,$250.00,4,30,t,0,0,0,0,19,1,0,4.79,f,0.27,,$62.5,$1000,13%,11%,16%,$4.99,0.0,1125.0
995,13527219,0.06999999999999995,f,1,1,Centrum-West,52.37032,4.89104,Entire home/apt,2,1.0,1.0,11,$289.00,4,120,t,0,0,22,249,13,3,0,5.0,f,0.18,,$144.5,$1156,10%,14%,18%,$4.99,0.6821917808219178,1658.013698630137
996,13537254,0.2,f,1,1,De Baarsjes - Oud-West,52.36054,4.86428,Entire home/apt,4,2.0,2.0,12,$200.00,7,1125,t,0,0,0,0,34,0,0,4.7,f,0.47,,$50,$1400,8%,24%,32%,$4.99,0.0,1000.0
997,13537721,0.32,f,2,2,Centrum-Oost,52.37019,4.93074,Entire home/apt,5,3.0,3.0,9,$275.00,3,14,t,0,4,11,11,4,0,0,5.0,f,0.06,,$55,$825,9%,19%,26%,$4.99,0.030136986301369864,1648.2876712328766
998,13571617,0.96,f,1,1,Oud-Oost,52.35544,4.90776,Entire home/apt,4,1.0,2.0,8,$253.00,7,365,t,1,12,42,70,96,10,1,4.74,f,1.33,,$63.25,$1771,9%,18%,25%,$4.99,0.1917808219178082,1011.931506849315
999,13599479,,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36241,4.93785,Entire home/apt,2,,1.0,4,$75.00,5,25,t,0,0,0,0,5,0,0,5.0,f,0.07,,$37.5,$375,6%,10%,16%,$4.99,0.0,375.0
